num_links,num_words,has_offer,sender_score,all_caps,is_spam,links_per_word
3,98,1,0.718607000019532,0,0,0.030303030303030304
0,170,0,0.6989012256305066,1,0,0.0
0,38,0,0.6204655338427096,0,0,0.0
0,116,0,0.7017545121546982,0,0,0.0
3,89,1,0.5836211903463085,1,1,0.03333333333333333
2,197,0,0.4662009943970968,0,0,0.010101010101010102
0,166,1,1.0,0,0,0.0
0,113,0,0.6008125706241592,0,0,0.0
1,169,0,0.7531083349115334,0,0,0.0058823529411764705
1,150,1,1.0,0,0,0.006622516556291391
1,143,1,0.6172605541061988,0,0,0.006944444444444444
1,152,0,0.7920398530653683,0,0,0.006535947712418301
2,86,1,1.0,1,0,0.022988505747126436
2,58,1,0.3700088220664975,0,1,0.03389830508474576
1,175,1,0.9667644867108408,0,0,0.005681818181818182
0,148,0,0.7444248317281019,0,0,0.0
4,169,1,0.5989640277664063,1,1,0.023529411764705882
2,128,1,0.7096956123369527,0,0,0.015503875968992248
1,192,1,0.627632758915169,0,0,0.0051813471502590676
2,70,0,1.0,0,0,0.028169014084507043
1,122,0,0.6967978881243121,0,0,0.008130081300813009
1,100,1,0.8395641640232007,0,0,0.009900990099009901
6,125,0,0.5942189762194714,1,1,0.047619047619047616
0,70,1,0.7584742171892197,0,0,0.0
0,47,1,0.623438597940289,0,0,0.0
1,49,1,0.4160163426380044,0,0,0.02
2,27,0,0.9616815732485132,0,0,0.07142857142857142
1,60,0,0.7696248172388661,0,0,0.01639344262295082
0,172,0,0.8542449689833531,0,0,0.0
1,78,0,0.5543161499669553,0,0,0.012658227848101266
2,53,0,0.9369426998899096,0,0,0.037037037037037035
0,186,0,0.7935665938813619,0,0,0.0
4,90,0,0.7300464150096571,1,1,0.04395604395604396
1,135,1,0.9058540961503871,0,0,0.007352941176470588
2,193,0,0.6341502654789648,0,0,0.010309278350515464
0,57,0,0.9589463895416416,0,0,0.0
1,128,0,0.5675495787922175,0,0,0.007751937984496124
3,180,0,0.7066548155616572,0,0,0.016574585635359115
0,136,0,0.5126999748411132,0,0,0.0
4,41,0,0.4703564710656953,0,0,0.09523809523809523
2,174,0,0.6068478483474057,0,0,0.011428571428571429
0,174,0,0.6678223423373711,0,0,0.0
0,40,1,0.8103555699996696,0,0,0.0
1,182,0,0.571390284455865,1,0,0.00546448087431694
2,66,1,0.8173815910580857,1,0,0.029850746268656716
2,69,1,0.6360103214079216,0,0,0.02857142857142857
0,138,1,0.60118595090279,0,0,0.0
1,157,0,0.8258883883740826,0,0,0.006329113924050633
5,130,0,0.591112380488978,0,0,0.03816793893129771
4,47,1,1.0,0,0,0.08333333333333333
0,56,0,0.7864663834702392,0,0,0.0
1,188,0,0.4264806823461203,0,0,0.005291005291005291
2,70,0,0.676161709000912,0,0,0.028169014084507043
1,27,0,0.570557629185698,0,0,0.03571428571428571
0,133,0,0.3717412708767242,0,0,0.0
0,180,1,0.9115760373467808,0,0,0.0
2,38,0,0.9161803062386092,1,0,0.05128205128205128
2,49,0,0.5550471017122471,0,0,0.04
3,161,0,0.8421244986459687,0,0,0.018518518518518517
1,55,0,0.87539334461792,0,0,0.017857142857142856
0,154,0,0.6974709457692487,0,0,0.0
2,135,0,0.8904560515565978,0,0,0.014705882352941176
2,126,0,0.7589026534463216,1,0,0.015748031496062992
0,53,0,0.9290887844595364,0,0,0.0
2,197,0,0.4655056415405697,0,0,0.010101010101010102
2,51,0,0.7295936963409365,0,0,0.038461538461538464
2,61,0,0.7403063882202384,0,0,0.03225806451612903
2,180,1,0.4687024841977503,0,0,0.011049723756906077
2,138,0,0.4878301348411126,0,0,0.014388489208633094
0,33,0,0.3831899548802522,0,0,0.0
2,175,1,0.7090405841396492,0,0,0.011363636363636364
1,133,0,0.611931304792617,0,0,0.007462686567164179
1,186,0,0.4418470763958708,0,0,0.0053475935828877
3,113,1,0.943451746603037,0,1,0.02631578947368421
1,50,0,0.7800606431341096,0,0,0.0196078431372549
2,171,1,0.5550901350931993,0,0,0.011627906976744186
3,151,0,0.7406483919540723,0,0,0.019736842105263157
1,28,1,0.652403451390673,0,0,0.034482758620689655
3,119,0,0.387522827657808,0,0,0.025
3,89,1,0.754772952376467,0,1,0.03333333333333333
2,43,1,1.0,1,1,0.045454545454545456
0,117,0,0.982401470050576,0,0,0.0
2,84,0,0.7206764978065621,0,0,0.023529411764705882
0,164,0,0.6128018749723478,1,0,0.0
1,119,0,0.8125731069286083,0,0,0.008333333333333333
0,184,0,0.753308560160506,0,0,0.0
3,69,0,0.6722775794244902,0,0,0.04285714285714286
